city,country,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,data_quality
Bogota,Colombia,3.15,18.88,4.62,1.05,2.10,1.14,0.57,0.49,0.87,0.99,0.82,1.52,4.02,3.69,5.36,1.95,0.76,0.95,0.92,0.78,0.71,0.55,0.58,8.39,0.74,1.34,1.68,0.56,26.22,1.05,1.47,5.24,0.52,12063.45,17420.33,67.58,0.06,19.69,17.95,8.44,3.36,208.08,4600.77,41.20,29.25,62.19,55.89,335.29,260.61,611.61,449.51,1444.09,1169.72,299.87,11.76,1.00
Kuala Lumpur,Malaysia,3.42,22.79,4.10,3.65,4.56,2.74,0.60,0.38,1.70,0.83,1.37,1.74,10.02,3.72,9.37,2.61,1.53,2.82,1.43,1.03,0.95,0.90,0.64,15.95,2.49,3.63,4.10,0.68,22.79,1.14,1.14,3.76,0.48,35897.44,29522.45,53.07,0.09,25.49,40.72,8.55,4.44,261.57,9499.72,45.56,26.37,64.04,59.83,438.40,281.68,999.84,520.54,2272.27,1200.26,1290.67,3.67,1.00
Hefei,China,2.85,22.78,4.98,0.85,2.14,3.26,0.44,0.28,1.58,1.57,0.88,1.37,9.02,4.27,9.83,1.70,0.98,0.98,0.88,0.64,0.39,0.38,0.81,15.66,0.78,2.85,2.85,0.28,14.24,1.42,0.36,4.27,1.17,19773.09,21590.48,89.91,0.02,17.08,41.28,6.05,5.69,249.12,7829.52,74.45,28.47,85.37,56.94,275.22,142.35,569.42,332.16,3985.94,1708.26,965.48,4.86,0.00
Dongguan,China,3.20,28.47,4.98,0.71,2.21,3.76,0.45,0.33,2.26,1.82,0.84,2.02,7.83,4.84,9.96,2.28,1.59,1.19,1.09,0.71,0.90,0.71,0.54,9.96,0.93,1.64,2.85,0.43,32.03,1.28,0.36,4.70,1.19,22492.06,16608.06,42.81,0.03,12.74,67.22,16.61,4.98,427.06,8541.29,40.33,26.66,69.75,40.33,338.09,119.22,806.68,373.68,4840.06,3226.71,889.72,4.91,0.00
Jinan,China,2.85,21.35,4.27,1.14,1.99,2.73,0.42,0.25,1.91,1.11,0.59,1.09,14.59,2.96,6.41,1.19,0.85,1.36,0.81,0.38,0.36,0.71,0.57,11.39,0.78,1.42,2.85,0.28,5.69,1.42,0.21,5.69,1.17,16370.81,18506.13,67.77,0.02,8.12,72.60,4.75,5.34,565.86,9359.83,54.89,32.03,78.97,74.69,289.67,215.43,552.56,410.78,4270.65,1565.90,782.95,5.17,0.00
Hong Kong,Hong Kong,7.70,64.18,5.52,6.42,6.74,5.09,1.18,1.06,3.11,2.28,2.05,3.41,24.70,9.35,22.82,4.51,2.46,3.66,3.03,2.61,2.60,1.57,1.62,19.25,1.83,2.76,7.96,1.54,64.18,3.47,1.22,12.96,2.77,33375.05,32161.41,199.78,0.09,22.84,72.41,9.15,12.84,768.16,18698.59,83.00,40.35,87.68,135.72,2294.53,1649.35,4623.04,3025.76,31427.61,20906.86,2994.43,2.53,1.00
Dar es Salaam,Tanzania,2.14,24.65,6.64,1.07,1.71,1.80,0.31,0.26,1.03,0.58,0.94,1.93,8.79,3.74,3.92,3.04,1.05,1.06,1.12,0.83,1.08,0.77,0.47,6.43,0.98,1.81,1.71,0.28,5.32,1.50,2.14,4.29,1.13,22503.21,6572.37,92.87,0.01,44.53,41.33,13.57,4.29,311.55,6537.29,13.47,29.65,74.30,56.79,333.22,364.59,809.60,761.37,3901.17,6000.86,264.32,13.10,1.00
Cangzhou,China,2.14,21.35,4.27,0.71,2.14,3.56,0.45,0.26,1.85,1.57,0.62,1.71,5.69,4.27,9.96,1.66,1.42,1.46,1.19,0.93,1.00,0.70,0.71,10.61,0.85,1.57,2.85,0.28,17.08,1.42,0.43,5.77,1.18,21353.23,18031.61,38.07,0.02,8.26,11.86,6.41,6.41,423.51,20207.27,17.08,11.39,87.19,71.18,284.71,170.83,569.42,284.71,2562.39,1736.73,640.60,5.23,0.00
Shenyang,China,2.85,21.35,4.73,0.64,1.42,2.99,0.36,0.21,1.61,1.20,0.90,1.45,13.88,2.81,13.52,1.39,1.19,1.78,1.49,1.14,0.88,0.74,0.61,9.25,0.48,2.25,3.56,0.28,11.39,1.28,0.28,8.54,1.19,20641.45,22814.73,59.83,0.05,15.66,37.96,3.56,4.63,445.10,23488.55,48.22,42.66,90.11,118.63,284.71,156.59,711.77,607.38,2526.80,1376.10,836.83,5.56,1.00
Santiago,Chile,9.05,45.27,6.79,3.40,3.96,2.62,1.11,0.92,1.06,1.33,1.46,2.88,9.74,5.76,10.74,1.68,1.42,1.61,1.82,1.21,1.18,1.05,1.09,5.09,1.30,1.96,4.87,0.91,45.27,0.40,1.13,9.00,1.34,15042.44,17815.51,138.18,0.06,23.72,34.63,14.91,5.94,392.55,6403.96,48.17,28.06,61.22,73.85,456.08,434.77,835.52,841.57,2279.57,2272.18,638.03,6.17,1.00
Xi'an,China,2.85,17.08,4.98,0.71,2.56,3.42,0.42,0.28,1.81,1.11,1.67,1.54,10.63,3.24,8.40,1.32,1.45,1.42,1.14,0.50,0.61,0.78,0.58,11.39,0.55,1.46,2.85,0.28,17.08,1.21,0.36,4.27,1.16,17794.35,20878.71,48.49,0.03,13.52,29.95,7.12,5.55,427.06,17082.58,48.04,30.77,70.29,68.60,284.71,185.06,664.32,422.32,2633.56,2277.68,1001.23,4.91,1.00
Zhanjiang,China,2.35,17.79,5.55,0.85,2.85,2.85,0.50,0.26,1.57,0.71,0.43,1.02,9.96,2.42,6.90,1.28,0.71,1.00,1.38,1.00,1.35,0.71,0.59,11.39,0.71,1.42,3.27,0.28,nan,1.64,0.19,4.27,1.30,14235.48,17082.58,35.59,0.01,9.25,nan,nan,5.69,284.71,14235.48,61.69,22.63,90.72,132.86,256.24,nan,498.24,nan,2135.32,nan,569.42,4.18,0.00
Nantong,China,3.13,21.35,4.63,0.90,1.42,3.29,0.45,0.28,2.23,1.67,1.10,1.86,7.83,3.68,11.70,1.45,1.60,1.99,1.41,1.01,1.20,0.93,0.53,12.81,0.71,1.67,3.56,1.00,31.60,1.57,0.43,4.27,1.18,21353.23,20000.85,48.90,0.02,6.69,113.88,32.17,5.69,135.28,21356.36,54.95,33.78,72.96,81.84,631.11,650.09,1672.67,680.24,9490.32,6405.97,1583.41,5.24,0.00
Riyadh,Saudi Arabia,6.65,53.21,6.92,1.60,1.86,3.84,0.78,0.23,1.82,0.85,2.23,2.74,6.78,7.37,12.20,2.13,1.68,1.62,1.99,1.30,1.17,1.01,0.61,5.32,1.98,1.84,7.45,1.06,31.92,3.99,1.33,13.30,0.61,23943.26,20843.94,92.83,0.15,72.34,96.34,47.22,17.29,405.61,6814.20,45.85,61.56,107.63,93.46,752.98,486.40,1005.01,761.16,1758.36,1185.43,2215.89,4.00,1.00
Nanning,China,2.35,21.35,4.48,nan,2.85,4.02,0.65,0.30,1.57,1.67,1.25,1.34,9.96,5.79,13.29,2.28,0.71,2.18,1.14,0.50,1.42,0.81,0.59,11.39,1.14,1.42,3.27,0.28,nan,1.64,0.36,7.12,1.30,25623.87,22065.00,39.99,0.01,9.49,32.03,17.08,5.69,284.71,14235.48,61.69,40.33,90.72,132.86,358.17,113.88,405.71,234.89,7775.86,1420.34,818.54,4.18,0.00
Yancheng,China,4.27,17.08,5.94,0.71,2.14,3.99,0.43,0.36,1.78,2.53,1.82,0.85,11.39,3.13,22.78,2.28,nan,nan,nan,1.99,nan,1.42,0.85,10.68,1.14,2.56,2.85,0.14,nan,1.00,0.57,nan,nan,nan,nan,92.53,nan,14.24,nan,nan,4.98,nan,nan,71.18,nan,74.74,nan,nan,nan,711.77,nan,3558.87,2135.32,nan,nan,0.00
Hangzhou,China,4.27,32.03,5.69,0.85,2.14,3.77,0.53,0.31,2.45,1.93,1.08,1.99,20.51,4.78,14.32,2.06,1.67,1.46,1.20,0.93,1.11,0.70,0.71,10.61,0.89,2.31,3.56,0.43,15.66,1.85,0.43,5.77,1.18,21353.23,21206.80,38.07,0.02,8.26,22.37,15.66,6.41,423.51,20207.27,45.76,25.45,87.19,86.02,523.15,320.85,1026.14,727.30,7780.17,4306.23,1079.52,5.23,1.00
Miami,United States,20.00,100.00,10.00,6.00,8.00,4.59,2.19,2.03,1.15,3.17,5.48,3.92,12.08,16.04,14.84,6.72,1.93,4.86,5.05,3.32,3.17,1.92,1.95,12.00,2.39,3.05,8.00,2.50,111.00,3.50,1.55,24.00,1.12,25000.00,24272.73,156.11,0.20,62.69,48.32,17.50,15.00,1000.00,17125.00,47.71,40.36,79.44,105.77,2604.55,1910.42,4620.37,3175.00,6516.50,2973.53,4195.86,5.33,1.00
Yantai,China,2.85,22.78,4.98,1.14,2.14,3.56,0.45,0.28,1.78,1.19,0.78,nan,8.54,3.46,15.66,1.92,nan,1.78,1.35,1.19,0.71,0.50,0.57,5.69,0.80,1.85,3.84,nan,nan,nan,0.28,2.85,1.16,20285.56,16726.69,45.79,0.04,14.24,nan,nan,6.83,nan,24200.32,78.30,37.72,78.30,85.41,nan,nan,nan,nan,nan,nan,nan,4.50,0.00
Luoyang,China,2.14,14.24,5.34,4.27,7.12,4.27,0.36,0.28,1.85,1.78,0.71,1.24,4.27,2.14,8.54,0.93,0.71,1.14,0.85,0.43,0.43,0.43,0.78,12.81,0.43,1.71,1.85,0.21,42.71,1.14,0.28,nan,1.21,21353.23,21353.23,37.01,0.02,11.39,21.35,14.24,4.63,284.71,nan,60.50,35.59,78.30,92.53,156.59,484.01,412.83,249.12,42706.45,1708.26,640.60,4.45,0.00
Kunming,China,2.49,28.47,5.34,1.07,2.14,3.38,0.52,0.25,1.89,2.73,1.78,1.71,14.71,5.37,10.50,1.64,1.00,1.49,1.61,0.93,1.19,0.66,0.71,8.54,0.71,1.57,2.85,0.43,42.71,1.14,0.43,7.12,1.18,17082.58,18980.64,47.45,0.02,12.46,23.73,11.39,7.12,260.98,nan,68.84,30.89,93.90,128.12,212.96,226.63,365.57,361.01,5517.93,3892.40,949.44,5.25,0.00
Baghdad,Iraq,4.72,22.85,8.00,1.83,3.50,2.45,0.46,0.20,1.00,0.78,1.21,1.64,4.29,4.13,9.96,0.85,0.96,0.89,0.61,0.60,0.51,0.73,0.52,12.30,1.52,2.26,1.71,0.35,25.20,3.00,2.00,5.02,0.35,13959.79,16831.23,123.31,0.09,58.46,34.73,14.24,7.00,142.33,1709.02,25.72,29.61,46.38,35.95,432.77,251.24,798.00,459.25,2099.93,928.52,520.92,8.38,1.00
Quanzhou,China,3.91,21.35,4.27,4.27,4.98,3.84,0.50,0.28,1.57,2.21,1.00,nan,22.06,1.99,12.81,2.42,nan,1.71,0.78,0.71,0.57,0.21,1.42,14.24,1.14,2.28,2.49,nan,nan,1.71,0.28,nan,1.01,32741.61,18506.13,34.20,0.07,28.47,14.24,nan,4.27,166.08,nan,35.59,24.91,92.53,106.77,nan,nan,569.42,nan,nan,nan,1366.61,5.32,0.00
Madrid,Spain,12.64,52.69,8.43,3.69,3.69,2.23,2.35,1.67,0.90,1.09,1.22,2.45,10.67,7.45,11.92,2.16,1.92,1.79,1.92,1.21,1.38,1.06,0.72,5.27,1.03,1.59,5.27,1.58,57.48,3.69,1.16,23.18,2.01,26343.63,25404.84,166.08,0.18,38.10,43.57,12.19,9.48,514.36,9589.08,77.06,35.43,79.28,97.23,1056.14,839.48,1813.42,1310.62,5612.64,3720.15,2089.54,2.29,1.00
Khartoum,Sudan,5.00,20.00,8.00,2.00,3.40,2.32,0.52,0.29,1.53,0.76,2.12,2.02,6.10,5.73,6.21,4.93,0.78,1.98,2.01,1.52,1.27,0.97,0.59,15.00,1.00,3.00,1.50,0.45,20.00,2.00,1.00,9.00,1.13,33000.00,17207.23,41.59,0.07,76.50,27.75,11.96,1.67,72.18,2334.96,17.06,70.57,56.76,40.36,520.00,233.60,842.59,453.67,1160.00,766.67,148.57,17.00,1.00
Qingdao,China,2.99,21.35,4.70,0.85,2.14,3.08,0.43,0.28,2.04,1.16,0.82,1.37,11.45,4.19,11.58,1.29,1.61,1.37,1.27,0.66,0.54,0.45,0.55,12.81,0.65,1.71,2.28,0.43,23.49,1.42,0.28,4.27,1.16,17082.58,16513.16,34.17,0.02,11.25,20.17,9.40,7.12,222.07,25310.69,50.34,30.87,66.00,76.52,306.31,170.01,699.91,322.65,5338.31,2514.94,977.50,5.00,1.00
Wuxi,China,3.70,24.91,5.55,0.85,2.06,3.52,0.43,0.24,2.28,1.66,0.95,1.53,14.24,3.99,11.63,2.28,1.53,1.61,1.47,0.53,1.00,0.34,0.50,8.19,0.57,1.78,3.56,0.28,8.07,1.28,0.34,4.27,1.18,23908.49,18297.34,32.39,0.02,8.86,14.83,7.83,5.69,204.04,7829.52,41.52,31.50,56.85,49.75,619.24,355.89,1423.55,711.77,3495.67,2989.45,1020.68,5.17,0.00
Huanggang,China,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,54.09,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.00
Maoming,China,2.14,14.09,3.91,1.42,4.98,3.56,0.43,0.28,2.46,1.71,0.71,2.73,nan,3.56,15.66,0.85,0.96,1.42,1.14,0.71,0.28,0.71,0.43,nan,0.62,0.71,4.27,nan,nan,2.85,0.28,2.56,1.16,21182.40,16769.40,31.79,0.01,6.41,nan,nan,5.55,1850.61,28470.97,56.94,32.03,128.12,64.06,142.35,71.18,284.71,213.53,nan,nan,nan,4.65,0.00
Nanchong,China,2.85,17.08,4.27,0.85,2.85,3.56,0.36,0.27,1.83,1.36,0.71,1.37,9.73,3.63,11.39,1.14,1.14,1.00,0.71,0.57,0.71,0.47,0.43,4.98,0.74,2.04,3.56,0.28,8.67,0.85,0.36,2.73,1.19,21182.40,17054.11,45.92,0.02,7.12,56.94,42.71,4.98,355.89,21353.23,31.67,23.23,73.50,55.52,nan,nan,nan,nan,nan,nan,nan,5.33,0.00
Dallas,United States,20.00,75.00,8.00,5.00,7.00,4.64,2.27,1.53,0.89,3.19,4.14,3.00,10.21,13.17,16.23,4.77,2.02,4.68,4.18,3.55,2.90,1.79,2.27,12.00,3.10,4.08,9.50,2.50,96.00,2.80,1.12,25.50,1.14,24190.00,22234.25,170.42,0.18,69.30,42.18,10.55,13.50,975.00,13085.17,52.74,47.96,84.34,121.24,1799.71,1416.26,3498.93,2434.73,3209.07,1968.67,5459.79,4.65,1.00
Giza,Egypt,4.48,10.17,3.26,0.94,1.63,1.24,0.22,0.15,0.71,0.41,0.57,1.16,2.33,3.65,7.34,1.10,0.64,0.39,0.38,0.30,0.26,0.15,0.22,7.33,1.14,1.55,1.87,0.20,12.21,0.31,0.20,1.22,0.38,18314.05,14500.08,41.97,0.01,14.19,23.40,5.09,4.68,91.16,3255.83,25.23,25.58,108.72,32.92,118.53,55.96,195.35,150.58,406.98,228.93,171.51,12.50,1.00
Allahabad,India,1.84,6.14,3.68,1.66,2.46,2.15,0.64,0.20,0.64,0.58,0.53,0.96,4.79,2.55,6.67,1.29,0.61,0.72,0.42,0.34,0.39,0.59,0.32,4.61,2.36,2.95,2.46,0.61,12.28,1.23,0.18,1.84,1.19,12281.76,36845.28,63.46,0.02,9.36,14.33,1.23,4.91,38.89,491.27,26.61,42.99,59.36,40.94,78.30,79.83,245.64,141.24,614.09,nan,409.39,10.88,0.00
Yulin,China,2.35,21.35,4.48,nan,2.85,4.02,0.65,0.30,1.57,1.67,1.28,1.34,9.96,5.79,13.29,2.28,0.71,2.18,1.14,0.50,1.42,0.81,0.59,11.39,1.14,1.42,3.27,nan,nan,1.64,0.36,7.12,1.30,25623.87,22065.00,39.99,0.01,9.49,nan,nan,5.69,284.71,14235.48,61.69,40.33,90.72,132.86,nan,nan,nan,nan,nan,nan,nan,4.18,0.00
Changde,China,2.85,14.24,4.27,0.71,1.92,2.85,0.43,0.27,2.56,1.42,0.57,1.82,5.69,5.69,15.18,1.71,2.49,4.27,1.42,1.42,2.28,1.42,0.43,14.24,0.71,2.28,2.85,0.28,nan,1.00,0.28,5.68,1.19,22563.24,22563.24,84.52,0.03,19.15,17.08,nan,4.27,185.06,nan,28.47,28.47,99.65,42.71,nan,nan,nan,nan,nan,711.77,498.24,4.46,0.00
Philadelphia,United States,19.00,67.50,8.50,6.00,8.00,4.61,2.33,1.64,1.26,3.57,4.38,3.46,13.21,14.47,14.90,4.99,1.50,4.68,5.49,3.15,2.73,1.97,1.71,15.00,2.73,4.41,11.00,2.50,96.00,3.59,3.42,25.00,1.20,23000.00,24642.86,166.22,0.18,67.55,49.06,16.00,14.00,1225.00,32633.33,45.36,36.91,84.43,122.62,1886.56,1260.83,3087.50,2141.18,5651.05,2690.98,4897.71,5.00,1.00
Liaocheng,China,nan,nan,5.12,nan,nan,2.28,0.45,0.28,1.35,nan,0.43,2.90,nan,nan,13.52,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.71,nan,2.14,nan,nan,nan,0.28,3.42,nan,14591.37,nan,nan,nan,nan,nan,nan,4.98,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.00
Nairobi,Kenya,4.28,32.61,5.91,2.04,2.85,2.25,0.54,0.45,0.96,0.52,1.55,1.39,11.60,5.88,4.62,2.33,0.91,1.80,0.95,0.91,0.98,0.63,0.76,11.41,1.96,2.42,2.45,0.82,32.61,2.24,1.11,2.69,1.18,16714.23,17539.05,28.18,0.03,52.18,47.67,16.71,6.52,164.71,9590.30,17.25,24.38,45.14,43.87,414.88,183.21,979.80,423.08,1415.61,613.08,455.52,12.53,1.00
Guadalajara,Mexico,7.74,30.94,6.19,1.80,3.09,2.48,0.97,0.64,1.14,1.89,1.50,1.67,6.34,7.02,10.20,2.51,1.26,1.20,1.27,1.56,1.25,0.89,0.93,10.31,1.27,2.72,3.61,0.52,18.05,1.55,0.52,9.54,1.17,14800.30,19003.91,43.29,0.07,28.69,30.73,17.19,4.38,202.59,5291.67,43.06,35.32,76.84,68.82,531.16,359.00,1072.51,776.57,1578.73,845.73,764.19,10.66,1.00
Xiangyang,China,2.85,17.08,4.98,0.71,nan,4.27,0.69,0.28,1.42,1.00,0.71,nan,nan,nan,7.12,1.14,nan,1.42,0.57,0.43,0.57,nan,0.28,nan,1.42,2.14,2.85,nan,nan,nan,0.28,nan,nan,nan,11388.39,71.18,nan,9.96,23.73,nan,5.69,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.00
Houston,United States,16.50,75.00,9.00,5.50,6.00,4.74,2.22,1.75,0.95,3.02,3.34,3.15,11.94,9.11,14.15,4.42,1.25,3.28,3.15,2.21,2.19,1.58,2.12,12.00,2.87,3.30,8.00,1.25,40.00,2.95,3.10,30.00,1.03,26000.00,23958.81,173.45,0.37,73.91,43.42,24.25,12.00,1273.68,24125.00,48.81,40.15,79.90,100.62,1590.76,1246.59,2941.19,1941.97,2958.88,1733.97,5063.25,4.91,1.00
Atlanta,United States,15.00,65.00,8.25,6.00,6.50,4.67,2.06,1.64,0.88,2.67,4.41,2.86,12.81,10.83,13.32,4.84,1.62,5.13,4.21,3.05,2.40,1.69,1.93,10.00,2.88,3.61,7.00,2.50,95.00,2.62,2.17,24.00,1.01,27000.00,21902.38,213.22,0.23,73.70,40.18,21.75,15.00,1478.00,28083.33,56.38,38.48,83.75,89.44,1883.81,1540.80,3275.00,2203.08,4122.58,2098.96,4878.17,4.84,1.00
Nanchang,China,2.85,17.08,4.98,0.71,1.92,3.11,0.47,0.27,1.99,1.74,0.68,1.82,8.19,3.84,8.75,1.80,0.85,1.38,1.71,0.93,0.78,0.85,0.62,14.24,0.71,0.85,2.85,0.28,12.38,1.14,0.27,5.68,1.17,21701.99,19217.90,53.86,0.03,19.15,78.88,8.54,5.69,427.06,17794.35,39.38,28.47,66.43,49.82,163.71,85.41,455.54,341.65,2847.10,1992.97,598.32,4.46,0.00
Dezhou,China,2.99,21.35,4.70,0.85,2.14,3.08,0.43,0.28,2.04,1.16,0.82,1.37,11.45,4.19,11.58,1.29,1.61,1.37,1.27,0.66,0.54,0.45,0.55,12.81,0.65,1.71,2.28,nan,nan,1.42,0.28,4.27,1.16,17082.58,16513.16,34.17,0.02,11.25,nan,nan,7.12,222.07,25310.69,50.34,30.87,66.00,76.52,nan,nan,nan,nan,nan,nan,nan,5.00,0.00
Suzhou,China,4.98,39.15,6.55,2.85,5.69,4.66,0.94,0.36,2.76,3.56,1.46,3.86,25.15,5.96,19.98,2.87,2.57,3.92,2.00,1.34,1.50,1.40,0.99,19.22,0.83,3.49,4.98,0.43,42.71,1.85,0.28,4.27,1.18,23488.55,32563.67,64.83,0.02,12.61,49.17,13.29,9.61,1583.70,33364.41,72.96,56.92,99.65,167.78,775.04,512.48,2174.87,1076.72,9490.32,4738.38,925.31,4.72,1.00
Toronto,Canada,18.53,85.23,9.63,5.19,6.36,3.59,1.95,1.53,2.52,2.54,2.93,2.96,11.48,11.92,13.14,3.20,1.26,3.19,3.36,2.81,2.47,2.30,1.67,11.86,2.34,2.78,12.78,2.41,115.62,3.31,1.30,22.98,1.44,20752.19,19623.25,127.96,0.33,54.91,46.66,17.40,11.12,1159.76,19673.20,60.67,37.89,91.66,102.73,1728.50,1426.71,2733.40,2302.11,9834.67,7249.17,3249.79,5.24,1.00
Singapore,Singapore,11.09,66.55,5.92,7.39,8.87,4.55,1.49,1.06,2.59,2.03,2.78,2.81,19.48,8.98,20.20,3.82,2.61,3.80,3.00,2.24,2.16,1.90,1.52,22.18,4.53,5.35,11.09,1.48,94.65,2.96,0.74,14.79,2.35,110923.53,99668.10,145.68,0.18,35.02,107.93,12.48,11.09,1116.50,25404.69,76.31,44.52,108.41,115.29,2734.54,2015.75,5414.50,3517.55,20752.74,10392.94,4619.45,2.50,1.00
Rangoon,Myanmar,nan,nan,nan,nan,nan,nan,0.30,0.27,nan,nan,nan,1.00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.31,nan,nan,nan,nan,nan,nan,nan,50.00,nan,4.00,nan,nan,nan,17.00,170.00,100.00,400.00,300.00,1000.00,800.00,nan,nan,200.00,nan,0.00
Shantou,China,nan,9.96,4.27,nan,nan,4.03,0.57,0.40,1.57,2.21,1.00,nan,22.06,1.99,12.81,2.42,nan,1.71,0.78,0.71,0.57,0.21,1.42,14.24,1.14,2.28,2.49,nan,21.35,nan,0.39,nan,nan,32741.61,18506.13,34.20,0.07,11.39,34.80,14.24,6.05,166.08,nan,35.59,24.91,92.53,106.77,nan,711.77,nan,nan,2135.32,1138.84,1260.60,5.32,0.00
Washington,United States,19.50,82.50,9.00,7.25,8.00,4.88,2.47,2.12,1.01,3.24,4.47,3.48,13.85,11.91,16.56,5.52,1.94,5.53,6.16,3.36,3.02,2.31,2.13,15.00,2.87,3.77,11.00,2.75,102.00,5.00,1.34,35.00,1.24,24190.00,21599.78,159.71,0.18,56.06,86.88,18.33,13.99,2260.91,30609.75,54.70,33.42,96.75,135.00,2307.11,1882.14,4600.00,3150.00,7882.02,4843.76,5907.32,5.16,1.00
Changzhou,China,2.85,22.78,4.98,0.85,2.14,3.26,0.39,0.28,1.58,1.57,0.70,1.37,9.02,5.05,9.83,1.70,0.98,0.98,0.88,0.64,0.39,0.38,0.81,15.66,0.61,2.85,2.85,0.28,nan,1.42,0.36,4.27,1.16,19773.09,21590.48,75.63,0.02,14.24,26.10,nan,9.96,249.12,7829.52,69.04,28.47,85.37,56.94,327.42,199.30,711.77,427.06,3416.52,1779.44,996.48,4.86,0.00
Abidjan,Ivory Coast,3.21,32.13,8.84,0.96,2.41,2.46,0.76,0.63,1.75,0.56,1.10,2.03,12.32,8.33,6.00,2.68,0.88,1.71,1.78,1.04,1.11,0.56,0.72,6.02,0.87,1.19,1.16,0.44,40.16,0.80,1.61,5.22,1.09,28915.64,25702.79,131.53,0.15,55.88,57.03,14.06,8.03,117.04,2710.84,60.81,42.17,67.63,88.35,568.94,227.99,1269.08,835.34,1579.65,1499.33,131.96,10.93,1.00
Fuzhou,China,2.99,17.79,4.98,0.85,2.14,3.80,0.45,0.28,1.84,1.28,0.85,1.59,10.63,5.20,16.13,2.24,1.42,1.46,1.28,0.64,0.93,0.43,0.66,19.57,1.28,1.95,2.85,0.14,42.71,1.35,0.36,6.98,1.20,18150.24,20166.93,49.32,0.03,9.15,28.47,8.54,7.12,284.71,9964.84,58.72,37.37,85.41,87.19,370.12,194.55,612.13,409.27,6405.97,2942.00,781.77,5.18,1.00
Surat,India,2.76,9.83,3.68,1.84,3.68,1.35,0.37,0.18,0.75,0.52,0.69,0.90,5.42,3.28,9.83,1.54,0.51,1.03,0.53,0.37,0.44,0.57,0.33,13.82,2.68,nan,4.30,0.25,4.30,0.61,0.25,1.23,1.23,13202.89,29402.53,38.09,0.02,7.33,15.79,17.60,3.68,34.93,861.26,27.20,35.97,47.37,31.58,219.25,227.49,320.76,272.23,687.08,484.34,331.61,7.45,1.00
Alexandria,Egypt,4.07,16.28,3.66,2.03,4.07,1.39,0.25,0.15,0.76,0.45,0.64,1.11,2.69,3.64,7.24,1.07,0.61,0.40,0.36,0.34,0.26,0.22,0.21,6.10,1.38,1.42,1.95,0.20,9.77,0.41,0.20,2.03,0.37,20348.95,19766.46,21.56,0.01,12.10,20.93,5.97,4.07,70.05,2189.93,27.17,33.63,80.67,39.98,142.44,82.85,299.58,175.24,696.65,245.54,163.76,12.86,1.00
Belo Horizonte,Brazil,4.22,28.74,5.75,1.63,2.30,1.30,0.95,0.52,0.91,1.40,1.85,1.77,7.99,3.59,7.99,1.32,0.94,0.71,1.39,0.80,0.81,0.46,0.58,7.66,1.14,2.16,1.92,0.86,32.76,0.96,1.25,8.62,1.31,22224.78,23407.86,70.83,0.30,19.46,19.75,24.91,5.75,270.36,2739.78,54.79,40.76,73.64,63.37,269.83,184.96,558.01,392.77,1697.83,945.38,319.37,10.77,1.00
Taizhou,China,2.85,21.35,4.98,0.78,1.78,2.75,0.41,0.32,nan,nan,nan,nan,nan,nan,nan,1.07,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,42.71,0.01,14.24,nan,nan,4.98,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.00
Pingdingshan,China,2.14,14.24,5.34,4.27,7.12,4.27,0.36,0.28,1.85,1.78,0.71,1.24,4.27,2.14,8.54,0.93,0.71,1.14,0.85,0.43,0.43,0.43,0.78,12.81,0.43,1.71,1.85,nan,nan,1.14,0.28,nan,1.21,21353.23,21353.23,37.01,0.02,11.39,nan,nan,4.63,284.71,nan,60.50,35.59,78.30,92.53,nan,nan,nan,nan,nan,nan,nan,4.45,0.00
Guilin,China,4.27,21.35,4.63,1.42,2.85,1.99,0.66,0.26,1.42,1.47,0.83,2.26,4.27,2.85,9.25,0.85,0.50,0.71,0.43,0.43,0.71,0.14,0.93,9.40,0.78,1.85,3.20,0.28,28.47,1.00,0.38,3.70,nan,14235.48,21353.23,35.59,0.05,17.08,42.71,2.14,5.69,nan,nan,58.37,27.05,92.46,62.28,143.07,99.65,427.06,170.83,1850.61,nan,465.03,5.00,0.00
